abbrName	ncbiID	fullName	strain	norank_491	norank_57678	norank_56615	norank_12663	norank_31632	norank_64187	isolate	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2724161	norank_2724078	norank_2691594	norank_366617	norank_2724758	norank_2664420	norank_2730119	norank_2727852	norank_1433214	norank_2691586	norank_2720068	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_186626	norank_1437201	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_186625	norank_1489341	infraclass	norank_32525	norank_71240	norank_4447	subclass	norank_1437183	norank_85512	class	norank_2692248	norank_2290931	norank_2283794	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_78536	norank_58023	norank_716546	norank_3193	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_197562	norank_197563	norank_716545	phylum	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_33634	norank_2697495	norank_2698737	norank_3208	norank_1935183	norank_1783275	norank_2611341	norank_1798711	norank_68336	norank_1783257	norank_33511	norank_88770	norank_1783272	norank_1783270	norank_1206794	norank_33317	subkingdom	norank_33213	norank_6072	kingdom	norank_999999001	norank_2559587	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi5722	5722	Trichomonas vaginalis	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5722	5721	5721	5721	5721	5721	5721	5721	5721	5721	5721	5721	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	181550	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	37104	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	5719	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2611341	2759	131567	1
ncbi5888	5888	Paramecium tetraurelia	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5888	5884	5884	5884	5884	5884	5884	5884	5884	5884	5884	5884	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	340080	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	33825	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	6020	431838	431838	431838	431838	5878	5878	5878	33630	33630	33630	33630	33630	33630	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2698737	2759	131567	1
ncbi610380	610380	Harpegnathos saltator	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	610380	604375	604375	604375	604375	604375	604375	141711	141711	43085	43085	43085	36668	36668	36668	2153479	2153479	2153479	2153479	2153479	2153479	2153479	2153479	2153479	7434	7434	7434	7434	7400	7400	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi6239	6239	Caenorhabditis elegans	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6237	6237	6237	6237	6237	6237	6237	6237	55885	55885	55885	6243	6243	6243	55879	55879	55879	55879	55879	55879	55879	55879	55879	2301119	2301119	2301119	2301119	2301116	2301116	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi64091	64091	Halobacterium salinarum NRC-1	64091	64091	64091	64091	64091	64091	64091	64091	64091	64091	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2242	2239	2239	2239	2239	2239	2239	2239	2239	2239	2239	2239	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	183963	183963	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi6412	6412	Helobdella robusta	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	2218738	2218738	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	2218736	55824	55824	55824	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	42113	6340	6340	6340	6340	1206795	1206795	1206795	1206795	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	2697495	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi665079	665079	Sclerotinia sclerotiorum 1980 UF-70	665079	665079	665079	665079	665079	665079	665079	665079	665079	665079	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	147548	147548	147548	147548	147548	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi684364	684364	Batrachochytrium dendrobatidis JAM81	684364	684364	684364	684364	684364	684364	684364	684364	684364	684364	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	109871	100474	100474	100474	100474	100474	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	1142503	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451435	451435	451435	451435	451435	451435	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	4761	4761	4761	4761	4761	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi69014	69014	Thermococcus kodakarensis KOD1	69014	69014	69014	69014	69014	69014	69014	69014	69014	69014	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	311400	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi6945	6945	Ixodes scapularis	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6944	6944	6944	6944	6944	6944	6944	6944	426442	426442	426442	6939	6939	6939	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	6935	6935	6935	6935	6935	6935	6935	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6933	6933	6933	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6843	6843	6843	6843	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7070	7070	Tribolium castaneum	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7069	7069	1304792	1304792	1304792	1304792	1304792	1304792	1304792	1304792	1304792	7065	7065	7065	71527	71527	71527	71527	71527	71527	71527	71527	71527	41088	41088	41088	41088	41084	41084	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7165	7165	Anopheles gambiae	7165	7165	7165	7165	7165	7165	7165	7165	7165	7165	7165	7165	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44542	44537	44534	7164	7164	7164	7164	7164	7164	7164	7164	43816	43816	43816	7157	7157	7157	41827	41827	41827	41827	41827	41827	41827	41827	41827	43786	43786	43786	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7227	7227	Drosophila melanogaster	7227	7227	7227	7227	7227	7227	7227	7227	7227	7227	7227	7227	7227	32351	32351	32351	32351	32351	32351	32351	32351	32351	32351	32351	32351	32351	32346	32346	32341	7215	7215	7215	7215	7215	7215	46877	46877	43845	43845	43845	7214	7214	7214	43746	43746	43746	43741	43741	43738	43738	480117	480118	43733	43733	43733	43733	7203	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7260	7260	Drosophila willistoni	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	7260	32367	32367	32367	32367	32367	32367	32367	32367	32367	32367	32367	32367	32367	32365	32365	32341	7215	7215	7215	7215	7215	7215	46877	46877	43845	43845	43845	7214	7214	7214	43746	43746	43746	43741	43741	43738	43738	480117	480118	43733	43733	43733	43733	7203	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7719	7719	Ciona intestinalis	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7716	7716	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7712	7712	7712	7712	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7739	7739	Branchiostoma floridae	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7737	7737	7737	7737	7737	7737	7737	7737	7737	7737	7737	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	7735	7735	7735	7735	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7918	7918	Lepisosteus oculatus	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7916	7916	7916	7916	7916	7916	7916	7916	7916	7916	7916	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	1489100	1489100	1489100	1489100	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7955	7955	Danio rerio	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	7953	30727	30727	7952	7952	7952	7952	7952	7952	7952	186627	186627	186626	186626	186626	186626	32519	32519	32519	32519	32519	32519	32519	32519	32519	186634	186625	1489341	32443	32443	32443	32443	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi8090	8090	Oryzias latipes	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8089	8089	8089	8089	8089	8089	8089	8089	8088	8088	8088	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	28781	28781	76071	76071	76071	76071	76071	76071	76071	1489913	1489913	1489913	1489913	1489908	1489908	1489908	1489872	1489872	1489872	123369	123368	123367	123366	123365	1489388	186625	1489341	32443	32443	32443	32443	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi81824	81824	Monosiga brevicollis	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81525	81525	81525	81525	81525	81525	81525	81525	81525	81525	81525	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi83332	83332	Mycobacterium tuberculosis H37Rv	83332	83332	83332	83332	83332	83332	83332	83332	83332	83332	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	1773	77643	77643	77643	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi83333	83333	Escherichia coli K-12	83333	83333	83333	83333	83333	83333	83333	83333	83333	83333	562	562	562	562	562	562	562	562	562	562	562	562	562	562	562	562	562	562	562	561	561	561	561	561	561	561	561	561	561	561	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi8364	8364	Xenopus tropicalis	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8363	8353	8353	8353	8353	8353	8353	8353	8353	8360	8360	8360	8352	8352	8352	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	8342	8342	8342	8342	8342	8342	8342	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi85962	85962	Helicobacter pylori 26695	85962	85962	85962	85962	85962	85962	85962	85962	85962	85962	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	209	209	209	209	209	209	209	209	209	209	209	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi9031	9031	Gallus gallus	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9030	9030	9030	9030	9030	9030	9030	9030	9072	9072	9072	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	8976	8976	8976	8976	8976	8976	8976	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	8825	8825	8825	8825	8825	8825	8825	8782	8782	8782	8782	8782	8782	8782	8782	436492	436492	436491	436489	436486	8492	1329799	32561	8457	32524	32524	32524	32524	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33511	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
