abbrName	ncbiID	fullName	strain	norank_491	norank_57678	norank_56615	norank_12663	norank_31632	norank_64187	isolate	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2724161	norank_2724078	norank_2691594	norank_366617	norank_2724758	norank_2664420	norank_2730119	norank_2727852	norank_1433214	norank_2691586	norank_2720068	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_186626	norank_1437201	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_186625	norank_1489341	infraclass	norank_32525	norank_71240	norank_4447	subclass	norank_1437183	norank_85512	class	norank_2692248	norank_2290931	norank_2283794	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_78536	norank_58023	norank_716546	norank_3193	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_197562	norank_197563	norank_716545	phylum	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_33634	norank_2697495	norank_2698737	norank_3208	norank_1935183	norank_1783275	norank_2611341	norank_1798711	norank_68336	norank_1783257	norank_33511	norank_88770	norank_1783272	norank_1783270	norank_1206794	norank_33317	subkingdom	norank_33213	norank_6072	kingdom	norank_999999001	norank_2559587	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi1315161	1315161	Acinetobacter baumannii TG22192	1315161	1315161	1315161	1315161	1315161	1315161	1315161	1315161	1315161	1315161	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315162	1315162	Acinetobacter baumannii TG22194	1315162	1315162	1315162	1315162	1315162	1315162	1315162	1315162	1315162	1315162	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315163	1315163	Acinetobacter baumannii TG22196	1315163	1315163	1315163	1315163	1315163	1315163	1315163	1315163	1315163	1315163	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315164	1315164	Acinetobacter baumannii TG22198	1315164	1315164	1315164	1315164	1315164	1315164	1315164	1315164	1315164	1315164	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315165	1315165	Acinetobacter baumannii TG22202	1315165	1315165	1315165	1315165	1315165	1315165	1315165	1315165	1315165	1315165	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315166	1315166	Acinetobacter baumannii TG22204	1315166	1315166	1315166	1315166	1315166	1315166	1315166	1315166	1315166	1315166	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315167	1315167	Acinetobacter baumannii TG22212	1315167	1315167	1315167	1315167	1315167	1315167	1315167	1315167	1315167	1315167	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315168	1315168	Acinetobacter baumannii TG22214	1315168	1315168	1315168	1315168	1315168	1315168	1315168	1315168	1315168	1315168	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315169	1315169	Acinetobacter baumannii TG22332	1315169	1315169	1315169	1315169	1315169	1315169	1315169	1315169	1315169	1315169	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315170	1315170	Acinetobacter baumannii TG22336	1315170	1315170	1315170	1315170	1315170	1315170	1315170	1315170	1315170	1315170	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315171	1315171	Acinetobacter baumannii TG27295	1315171	1315171	1315171	1315171	1315171	1315171	1315171	1315171	1315171	1315171	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315172	1315172	Acinetobacter baumannii TG27299	1315172	1315172	1315172	1315172	1315172	1315172	1315172	1315172	1315172	1315172	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315173	1315173	Acinetobacter baumannii TG27307	1315173	1315173	1315173	1315173	1315173	1315173	1315173	1315173	1315173	1315173	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315174	1315174	Acinetobacter baumannii TG27311	1315174	1315174	1315174	1315174	1315174	1315174	1315174	1315174	1315174	1315174	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315175	1315175	Acinetobacter baumannii TG27315	1315175	1315175	1315175	1315175	1315175	1315175	1315175	1315175	1315175	1315175	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315176	1315176	Acinetobacter baumannii TG27319	1315176	1315176	1315176	1315176	1315176	1315176	1315176	1315176	1315176	1315176	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315177	1315177	Acinetobacter baumannii TG27371	1315177	1315177	1315177	1315177	1315177	1315177	1315177	1315177	1315177	1315177	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315178	1315178	Acinetobacter baumannii TG27379	1315178	1315178	1315178	1315178	1315178	1315178	1315178	1315178	1315178	1315178	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315179	1315179	Acinetobacter baumannii TG27383	1315179	1315179	1315179	1315179	1315179	1315179	1315179	1315179	1315179	1315179	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315180	1315180	Acinetobacter baumannii TG27387	1315180	1315180	1315180	1315180	1315180	1315180	1315180	1315180	1315180	1315180	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315181	1315181	Acinetobacter baumannii TG27391	1315181	1315181	1315181	1315181	1315181	1315181	1315181	1315181	1315181	1315181	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315182	1315182	Acinetobacter baumannii TG27395	1315182	1315182	1315182	1315182	1315182	1315182	1315182	1315182	1315182	1315182	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi1315183	1315183	Acinetobacter baumannii TG27399	1315183	1315183	1315183	1315183	1315183	1315183	1315183	1315183	1315183	1315183	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
